"Datum und Uhrzeit" Gesamtanlage[kWh] "  FX" "  FM" " RSK" RSKF " SDK" SHK_TAG "  NM" " VPM" "  PM" " TMK" " UPM" " TXK" " TNK" " TGK"
03.03.2020 7.53921 15.1 4.7 1.3 8 0.1 0 7.5 6.0 941.8 4.1 74.0 6.0 1.7 -0.3
04.03.2020 13.08737 9.0 2.8 0.0 0 2.3 0 6.0 5.1 951.1 3.7 65.0 7.0 0.6 -1.9
05.03.2020 8.96735 6.9 2.8 5.5 6 0.2 0 6.7 6.3 940.0 5.2 71.0 9.4 0.6 -1.9
06.03.2020 8.65937 20.3 7.1 0.2 6 2.7 0 7.9 6.3 937.7 6.4 66.0 8.2 3.5 2.6
07.03.2020 9.64733 11.7 4.3 0.3 8 0.6 0 7.6 6.2 955.2 3.8 78.0 6.1 2.1 0.1
08.03.2020 21.33579 7.5 2.4 0.5 6 9.8 0 3.1 5.0 957.3 5.2 60.0 11.0 0.7 -1.4
09.03.2020 8.32358 12.0 3.9 1.3 6 1.5 0 7.6 7.0 953.5 5.9 76.0 9.2 3.6 1.9
10.03.2020 3.67621 16.2 4.8 14.7 6 0.1 0 6.8 7.3 954.3 5.3 81.0 10.2 3.0 0.8
11.03.2020 15.97074 18.6 6.8 0.0 0 4.2 0 7.0 9.9 955.9 12.7 68.0 16.4 10.1 9.0
12.03.2020 13.39492 21.7 5.0 2.2 6 4.2 0 5.9 9.7 953.7 12.6 67.0 17.3 7.3 5.4
13.03.2020 16.3829 13.3 4.1 1.6 6 5.9 0 5.3 6.3 957.7 7.3 63.0 11.7 4.0 0.5
14.03.2020 20.12441 6.5 2.0 0.0 0 5.7 0 7.1 5.5 959.4 5.5 62.0 10.2 1.0 -1.4
15.03.2020 24.60055 7.7 2.7 0.0 0 11.5 0 1.3 5.8 957.5 7.2 59.0 14.5 1.0 -1.4
16.03.2020 24.23838 6.0 1.4 0.0 0 11.5 0 3.2 6.4 959.2 9.5 58.0 17.8 1.4 -1.5
17.03.2020 10.47498 6.9 2.0 0.0 6 1.0 0 7.6 8.3 967.1 10.4 66.0 14.1 7.1 3.7
18.03.2020 23.67481 7.0 1.7 0.0 0 11.4 0 1.5 8.7 966.0 11.7 66.0 17.8 4.9 2.0
19.03.2020 24.15287 5.9 1.9 0.0 0 11.4 0 0.0 8.6 962.0 12.2 63.0 18.8 5.0 2.1
20.03.2020 22.61266 9.3 2.0 16.5 6 9.8 0 3.7 8.6 957.9 12.3 64.0 19.4 5.5 2.2
21.03.2020 2.62363 13.3 4.0 10.6 8 0.0 0 7.6 7.7 958.2 4.1 92.0 8.9 0.3 -0.2
22.03.2020 12.82166 13.5 5.4 0.0 8 9.1 1 3.5 4.1 964.7 1.1 63.0 5.5 -2.3 -3.6
23.03.2020 29.56922 13.2 4.7 0.0 0 12.1 0 0.0 2.7 969.0 -0.1 46.0 4.0 -4.3 -5.9
24.03.2020 28.99568 12.1 4.4 0.0 0 11.9 0 0.0 3.1 966.8 0.3 50.0 5.1 -3.8 -5.6
25.03.2020 29.30838 16.8 5.7 0.0 0 11.5 0 0.5 3.3 959.8 1.0 50.0 5.9 -2.9 -4.8
26.03.2020 20.01179 12.6 4.6 0.0 0 3.6 0 4.9 4.3 954.3 2.4 60.0 7.5 -2.2 -4.1
27.03.2020 27.57396 10.5 2.8 0.0 0 11.4 0 3.8 6.0 952.2 8.6 56.0 17.2 0.6 -2.4
28.03.2020 28.11685 8.5 1.9 0.0 0 11.7 0 1.3 6.0 954.1 9.1 55.0 16.0 1.9 -0.9
29.03.2020 9.01496 10.6 2.8 0.7 8 0.3 0 7.3 5.9 956.2 5.9 64.0 8.6 1.8 1.1
30.03.2020 16.54295 11.2 3.3 0.0 8 2.8 0 5.3 4.2 961.1 1.2 64.0 5.1 -1.6 -4.4
31.03.2020 25.73805 8.6 2.1 0.0 7 6.3 0 2.3 3.7 962.1 1.3 59.0 6.9 -3.4 -5.1
01.04.2020 31.59806 8.1 2.1 0.0 0 12.5 0 0.0 3.9 957.1 3.1 54.0 9.7 -3.4 -5.7
02.04.2020 31.21592 7.9 1.8 0.0 0 12.5 0 0.0 4.1 950.7 6.2 46.0 13.7 -1.5 -4.4
03.04.2020 31.1856 9.9 2.9 0.0 0 11.1 0 2.5 5.0 954.1 7.8 48.0 13.3 2.5 -1.1
04.04.2020 30.0749 8.2 2.2 0.0 0 11.4 0 2.2 5.8 960.7 9.5 51.0 15.2 3.2 -0.2
05.04.2020 32.40675 9.4 3.4 0.0 0 12.7 0 0.0 5.8 960.8 10.4 48.0 17.2 3.2 0.0
06.04.2020 31.82128 7.7 2.1 0.0 0 12.7 0 0.0 6.3 961.5 12.8 47.0 21.4 3.0 0.1
07.04.2020 31.39727 9.3 2.5 0.0 0 12.7 0 0.0 6.5 966.2 14.1 44.0 21.5 5.9 2.7
08.04.2020 31.4751 8.1 1.9 0.0 0 12.7 0 0.2 7.1 962.8 14.3 46.0 22.3 5.6 2.3
09.04.2020 28.98148 8.7 2.1 0.0 0 10.5 0 1.0 6.8 961.5 14.7 44.0 21.5 8.0 4.8
10.04.2020 31.1332 7.0 1.8 0.0 0 12.6 0 0.2 7.3 961.4 14.5 48.0 22.0 6.3 3.3
11.04.2020 31.44878 7.1 1.8 0.0 0 11.8 0 2.0 7.7 961.2 14.3 50.0 21.0 7.9 5.5
12.04.2020 27.63788 11.4 2.1 0.0 6 10.3 0 3.0 7.6 955.9 16.1 44.0 22.9 8.2 5.2
13.04.2020 29.86194 15.1 4.0 0.0 6 9.5 0 6.0 7.7 952.9 14.2 49.0 21.8 4.4 2.6
14.04.2020 31.62614 8.9 2.7 0.0 0 9.2 0 3.9 3.8 960.6 4.5 46.0 8.8 1.8 -0.9
15.04.2020 33.78164 6.0 2.4 0.0 0 13.1 0 5.6 4.1 961.4 9.5 37.0 17.8 1.0 -1.1
16.04.2020 33.55738 8.8 2.2 0.0 0 13.0 0 4.4 6.1 956.9 13.5 43.0 22.3 3.5 1.3
17.04.2020 32.11109 6.7 2.1 0.0 0 11.4 0 4.9 8.3 954.4 17.3 44.0 24.5 9.2 6.5
18.04.2020 29.36856 13.2 2.3 2.4 6 8.9 0 6.8 10.6 954.0 16.8 58.0 25.2 10.5 8.2
19.04.2020 34.00905 12.8 3.8 0.0 0 9.2 0 5.4 10.9 953.6 15.6 62.0 21.2 10.2 9.4
20.04.2020 22.498 14.4 6.0 0.0 0 5.8 0 6.2 6.4 952.6 12.3 45.0 18.4 7.8 7.6
21.04.2020 31.55703 15.7 6.0 0.0 0 12.6 0 4.6 5.6 952.0 12.9 39.0 19.4 7.7 6.1
22.04.2020 39.01992 12.0 4.5 0.0 0 13.8 0 0.0 5.4 954.7 13.6 36.0 21.0 6.1 3.4
23.04.2020 37.5079 8.2 2.6 0.0 0 13.7 0 0.0 6.4 956.5 13.0 45.0 21.2 5.6 3.0
24.04.2020 32.99539 14.9 3.5 0.0 0 10.1 0 5.9 7.2 951.6 15.6 44.0 21.9 6.9 4.6
25.04.2020 36.82157 9.6 3.4 0.0 0 13.2 0 2.5 6.6 948.7 15.0 40.0 20.0 9.7 7.5
26.04.2020 37.96226 6.7 2.2 0.3 6 13.7 0 1.2 6.3 948.8 13.1 44.0 20.5 4.7 2.9
27.04.2020 20.52587 7.2 2.2 0.0 0 5.3 0 6.8 9.4 948.9 15.3 55.0 20.2 10.2 8.5
28.04.2020 24.50298 9.7 2.7 18.2 6 8.4 0 6.8 11.0 946.1 14.6 68.0 21.5 9.0 6.6
29.04.2020 15.99406 10.5 3.5 5.7 6 1.4 0 6.6 10.6 948.7 10.8 82.0 13.7 8.8 7.5
30.04.2020 20.35763 11.0 3.4 5.7 6 2.6 0 7.5 9.2 947.6 11.7 69.0 17.7 8.0 6.1
01.05.2020 20.12049 10.0 3.0 8.3 6 2.9 -999 6.8 9.5 946.0 10.7 75.0 15.9 8.0 6.0
02.05.2020 16.83668 12.7 3.8 6.6 8 2.2 -999 6.6 9.2 950.0 8.7 82.0 12.4 5.1 2.5
03.05.2020 33.96968 7.4 2.3 0.0 0 7.7 -999 6.5 7.5 956.9 10.0 64.0 15.4 5.1 3.1
04.05.2020 20.99184 9.0 2.3 2.2 6 2.8 -999 7.8 11.1 955.4 12.9 74.0 17.3 9.6 8.3
05.05.2020 13.9884 7.1 2.2 0.0 0 1.6 -999 6.5 9.4 955.7 9.7 79.0 13.1 6.0 4.5
06.05.2020 40.73727 7.3 2.4 0.0 0 12.3 -999 2.5 5.8 960.6 9.1 52.0 14.6 2.6 1.0
07.05.2020 41.67856 6.0 1.9 0.0 0 14.3 -999 1.1 7.1 961.5 12.6 53.0 20.4 4.1 2.4
08.05.2020 37.89941 7.6 2.1 0.0 0 11.5 -999 -999.0 9.6 956.2 17.1 53.0 25.0 7.2 5.6
09.05.2020 30.72222 6.2 1.9 0.6 6 9.0 -999 6.9 12.7 950.9 19.2 60.0 26.4 12.1 10.1
10.05.2020 18.79092 9.0 2.2 4.1 6 5.3 -999 6.4 14.6 946.6 17.0 76.0 22.2 13.9 12.6
11.05.2020 15.39709 24.4 3.3 15.3 8 1.1 -999 7.6 12.1 940.8 11.8 85.0 19.8 1.6 1.8
12.05.2020 33.63452 7.6 2.5 1.0 6 7.9 -999 7.1 6.4 954.1 6.7 67.0 12.5 1.9 1.9
13.05.2020 9.94735 7.5 2.2 5.5 6 0.1 -999 8.0 8.9 949.1 7.4 86.0 9.0 5.9 5.1
14.05.2020 12.75699 8.8 2.9 7.3 6 0.1 -999 7.8 9.7 951.7 8.9 85.0 12.4 6.4 6.2
15.05.2020 10.277 10.1 2.8 0.8 6 0.3 -999 6.3 9.0 954.9 8.1 84.0 10.6 4.0 2.4
16.05.2020 39.49502 7.3 2.1 0.0 0 12.6 -999 5.4 8.5 959.2 10.9 69.0 17.7 2.7 1.2
17.05.2020 42.40599 7.3 1.9 0.0 0 14.3 -999 0.3 8.5 959.8 13.8 59.0 21.2 5.7 4.1
18.05.2020 42.56302 6.0 1.7 0.0 0 14.8 -999 0.0 9.0 961.2 15.7 55.0 23.6 6.6 5.2
19.05.2020 40.59986 7.0 2.3 0.0 0 12.9 -999 2.1 10.3 958.6 17.9 53.0 24.4 9.2 7.6
20.05.2020 20.91583 6.3 2.3 0.0 0 3.9 -999 6.1 11.4 959.0 16.7 61.0 20.9 11.1 9.4
21.05.2020 37.32293 6.7 1.7 0.0 0 10.5 -999 3.4 11.4 960.3 16.9 62.0 23.1 10.9 9.3
22.05.2020 31.58213 9.9 2.6 0.0 6 9.1 -999 6.6 11.1 961.0 20.2 50.0 25.5 12.1 9.9
23.05.2020 13.44353 18.2 3.1 9.8 8 1.4 -999 7.8 12.8 962.4 15.1 75.0 23.2 8.3 6.7
24.05.2020 32.73675 13.0 4.2 0.1 6 7.1 -999 6.3 8.8 968.2 13.0 61.0 17.5 7.7 6.0
25.05.2020 22.98425 13.9 3.7 3.3 6 4.3 -999 6.6 10.4 968.7 13.5 67.0 17.7 9.8 7.6
26.05.2020 32.46062 7.1 2.1 0.0 0 7.1 -999 3.8 9.0 970.7 12.5 65.0 17.7 7.0 5.4
27.05.2020 45.32784 8.8 2.2 0.0 0 14.6 -999 2.8 8.5 969.8 14.2 57.0 20.2 6.4 4.6
28.05.2020 23.68243 11.6 2.6 0.4 6 3.1 -999 7.3 9.8 965.9 13.4 64.0 17.4 9.2 7.4
29.05.2020 31.02653 7.5 2.3 0.0 6 3.9 -999 6.2 9.2 963.3 12.2 66.0 17.2 7.0 5.3
30.05.2020 31.33482 9.1 2.3 0.0 0 5.8 -999 5.3 8.6 959.1 11.9 64.0 17.5 6.6 4.9
31.05.2020 36.05599 8.5 2.3 0.0 0 8.5 -999 7.8 8.6 958.5 13.3 60.0 18.2 6.8 5.3
01.06.2020 45.25423 9.5 2.9 0.0 0 14.5 -999 1.3 9.9 958.8 16.1 57.0 22.5 8.3 7.0
02.06.2020 42.99243 7.9 2.1 0.0 0 14.7 -999 1.3 9.8 955.1 17.4 53.0 24.1 9.3 7.6
03.06.2020 37.87086 7.5 2.4 0.0 0 13.4 -999 7.4 9.7 945.8 20.0 44.0 26.2 12.4 10.5
04.06.2020 14.42579 8.6 3.2 4.3 6 0.1 -999 8.0 12.9 938.3 16.0 72.0 19.4 12.1 10.6
05.06.2020 21.77443 16.0 4.7 1.3 6 2.2 -999 7.5 11.0 940.4 13.7 71.0 16.7 11.1 10.1
06.06.2020 15.13968 12.6 3.3 16.2 8 0.3 -999 7.8 12.9 945.0 15.9 72.0 20.2 13.3 12.6
07.06.2020 4.9804 9.9 2.4 11.0 6 0.2 -999 7.6 12.5 948.7 11.3 92.0 13.6 8.6 8.1
08.06.2020 29.30722 8.1 2.4 11.8 6 4.0 -999 7.9 10.7 952.0 13.1 73.0 18.3 9.0 8.6
09.06.2020 7.48206 7.2 2.7 2.1 6 0.0 -999 7.7 13.4 951.5 12.6 92.0 15.0 10.9 10.7
10.06.2020 7.61279 5.8 2.1 10.2 6 0.0 -999 7.7 14.0 950.1 13.2 92.0 14.8 11.8 11.6
11.06.2020 23.17253 5.4 1.7 0.1 6 4.9 -999 5.8 13.5 948.4 14.6 82.0 19.9 11.3 9.9
12.06.2020 45.90798 9.9 3.1 0.0 0 15.7 -999 0.6 13.3 946.8 19.2 63.0 27.1 10.0 8.5
13.06.2020 44.27023 14.7 3.0 23.7 6 15.3 -999 1.4 14.7 948.8 20.6 62.0 26.7 13.4 11.2
14.06.2020 6.51151 12.8 5.1 23.3 6 0.0 -999 7.7 14.9 953.3 14.0 93.0 15.1 12.7 12.0
15.06.2020 5.59348 10.5 4.4 27.2 6 0.0 -999 7.7 14.8 955.9 13.5 96.0 14.7 12.7 12.0
16.06.2020 13.15203 6.2 2.1 1.2 6 3.1 -999 7.8 15.5 954.7 15.3 89.0 19.7 12.9 12.5
17.06.2020 16.64746 14.7 2.8 10.9 6 1.9 -999 7.9 15.3 950.6 16.1 85.0 24.0 13.0 11.9
18.06.2020 42.47469 8.8 2.8 0.0 6 11.1 -999 4.8 12.7 952.8 17.1 68.0 22.9 11.8 10.4
19.06.2020 10.89419 8.4 3.5 11.7 6 0.1 -999 7.7 13.6 956.7 13.9 86.0 15.1 12.5 12.1
20.06.2020 24.13915 17.9 2.8 21.0 8 1.7 -999 7.8 13.8 959.5 14.8 82.0 19.7 12.1 11.1
21.06.2020 34.96694 8.7 2.4 0.0 6 6.0 -999 6.4 13.7 959.8 17.4 70.0 21.8 12.4 10.7
22.06.2020 24.58644 8.3 2.6 0.0 6 5.3 -999 6.5 15.5 962.2 19.1 71.0 23.8 14.4 12.0
23.06.2020 40.91241 7.6 2.1 0.0 0 12.9 -999 1.8 14.3 962.4 19.8 65.0 25.3 14.1 12.3
24.06.2020 44.00344 8.4 2.7 0.0 6 15.3 -999 1.7 11.8 960.5 19.2 56.0 24.8 12.1 10.1
25.06.2020 34.60563 6.8 2.4 0.1 6 7.7 -999 4.5 13.4 957.9 18.0 66.0 23.6 13.5 11.7
26.06.2020 38.3365 11.6 2.7 0.1 6 11.7 -999 3.5 15.2 954.4 20.5 65.0 27.6 12.2 10.3
27.06.2020 39.07554 12.8 3.2 0.0 0 11.7 -999 5.6 15.8 954.4 22.9 58.0 29.2 17.4 15.7
28.06.2020 34.28677 10.6 3.1 20.3 6 10.1 -999 5.7 16.9 955.4 22.0 66.0 27.9 16.8 15.1
29.06.2020 18.74047 15.1 2.5 10.7 6 4.3 -999 6.2 16.4 954.3 17.0 86.0 21.9 14.6 13.0
30.06.2020 42.1585 9.9 3.1 0.0 0 14.9 -999 2.3 14.0 953.2 20.0 62.0 26.2 13.6 11.9
01.07.2020 42.16879 14.4 2.6 3.1 6 11.2 -999 -999.0 16.1 951.2 21.7 65.0 29.8 14.6 12.5
02.07.2020 28.26098 11.7 2.9 10.1 6 3.6 -999 7.3 17.9 953.0 19.8 78.0 25.8 16.4 15.5
03.07.2020 22.60616 6.6 2.2 0.0 6 3.4 -999 5.9 14.0 957.9 17.7 70.0 21.8 14.6 12.3
04.07.2020 39.1262 8.7 2.5 0.0 0 14.1 -999 2.4 13.5 958.9 19.6 61.0 25.6 13.1 11.0
05.07.2020 39.36578 11.8 3.9 0.0 0 11.5 -999 2.0 15.5 956.9 22.7 57.0 28.2 16.5 14.2
06.07.2020 26.91309 13.0 4.6 0.0 6 8.3 -999 4.9 13.1 955.8 18.6 60.0 23.4 12.9 10.3
07.07.2020 41.71353 7.8 2.1 0.0 0 12.8 -999 1.7 9.6 959.1 16.2 54.0 21.5 11.1 8.8
08.07.2020 43.28039 10.9 3.1 0.0 0 12.1 -999 4.1 11.8 956.7 19.7 53.0 26.7 12.1 10.1
09.07.2020 37.26889 9.8 2.7 0.0 6 13.5 -999 3.5 13.2 956.1 22.9 50.0 29.5 15.1 13.2
10.07.2020 37.63268 12.7 3.4 36.7 8 10.7 -999 3.3 15.6 953.7 23.6 57.0 31.0 16.2 15.4
11.07.2020 11.98484 7.8 2.0 7.5 6 2.0 -999 6.7 15.2 960.2 16.2 83.0 19.8 13.1 11.6
12.07.2020 39.61095 7.4 2.5 0.0 0 14.1 -999 0.5 11.6 963.5 16.9 63.0 22.4 11.0 9.8
13.07.2020 44.34958 11.0 3.1 0.0 0 14.9 -999 6.0 10.4 960.2 17.4 55.0 23.4 10.6 8.7
14.07.2020 40.47421 7.6 1.7 0.2 6 14.1 -999 5.3 11.2 954.8 18.6 56.0 24.8 10.9 9.3
15.07.2020 24.13701 8.5 2.7 2.6 6 3.1 -999 7.9 14.2 953.6 17.7 71.0 21.4 14.3 13.3
16.07.2020 12.07317 9.1 2.9 20.9 6 0.0 -999 7.7 14.8 956.7 14.6 89.0 17.5 12.9 12.5
17.07.2020 26.22606 9.5 2.3 0.0 6 5.8 -999 6.6 13.3 958.2 16.3 74.0 21.2 12.6 11.5
18.07.2020 25.0822 7.0 1.9 0.0 0 2.4 -999 6.0 13.1 958.5 16.8 70.0 20.6 11.6 10.0
19.07.2020 35.11108 4.7 1.7 0.0 0 12.3 -999 -999.0 14.3 956.3 20.6 61.0 26.3 15.2 13.5
20.07.2020 38.76888 -999.0 -999.0 0.0 0 14.4 -999 1.4 14.5 956.3 22.6 55.0 29.1 16.7 14.7
21.07.2020 28.73494 12.2 2.0 7.3 6 8.3 -999 5.5 16.6 958.8 20.8 69.0 28.5 16.1 14.2
22.07.2020 35.51597 5.8 1.8 0.0 0 8.8 -999 4.8 14.0 958.9 20.6 60.0 26.9 14.7 13.2
23.07.2020 28.37698 6.4 2.1 0.0 6 8.9 -999 4.9 16.0 954.9 21.0 66.0 26.7 16.3 14.3
24.07.2020 24.18221 10.4 2.8 0.0 6 6.7 -999 7.7 14.5 952.7 20.0 64.0 25.2 16.0 14.2
25.07.2020 30.64158 8.3 2.5 0.0 6 6.7 -999 5.8 14.0 954.0 21.2 56.0 26.6 17.5 15.4
26.07.2020 19.46068 11.4 2.7 4.3 6 3.0 -999 7.5 15.8 954.5 19.5 70.0 25.0 16.2 14.4
27.07.2020 38.86015 6.2 2.0 0.0 0 14.6 -999 1.3 15.5 956.3 22.2 62.0 29.4 13.7 12.1
28.07.2020 33.23856 12.2 3.9 2.6 8 9.5 -999 4.0 18.0 953.7 24.8 60.0 32.0 18.7 16.9
29.07.2020 37.83849 7.2 2.0 0.0 0 11.5 -999 3.5 14.1 958.4 21.5 57.0 27.0 16.1 14.6
30.07.2020 37.71218 6.0 1.7 0.0 0 14.5 -999 0.0 16.1 958.5 23.2 61.0 30.6 15.6 14.2
31.07.2020 36.60106 6.7 1.6 0.0 0 14.4 -999 0.0 17.1 956.8 25.0 58.0 32.7 16.8 15.4
01.08.2020 36.06738 10.4 2.3 2.3 8 12.1 -999 2.9 18.1 954.6 25.7 58.0 34.2 18.3 16.8
02.08.2020 11.59029 9.6 2.6 23.5 6 0.9 -999 7.9 18.2 953.9 19.8 79.0 22.7 16.7 15.9
03.08.2020 8.387 9.6 2.3 40.7 6 0.0 -999 7.7 16.8 950.2 16.2 91.0 18.7 13.2 12.8
04.08.2020 9.43502 10.8 2.8 10.3 6 0.0 -999 7.7 13.8 954.2 13.5 89.0 14.6 12.6 11.4
05.08.2020 35.21981 10.0 2.7 0.0 0 11.6 -999 2.2 12.3 958.6 16.6 67.0 21.9 10.0 8.9
06.08.2020 37.97145 8.8 3.0 0.0 0 14.1 -999 0.3 15.0 959.5 19.5 68.0 25.8 12.6 11.1
07.08.2020 36.26653 9.3 2.5 0.0 0 14.0 -999 0.0 16.3 959.9 22.0 65.0 29.0 15.5 13.9
08.08.2020 35.01272 5.6 1.4 0.0 0 13.6 -999 0.3 16.7 959.8 22.4 65.0 30.2 15.3 14.0
09.08.2020 34.98539 8.4 1.9 0.0 0 13.7 -999 0.1 15.8 957.8 23.1 60.0 30.4 16.0 14.5
10.08.2020 34.93668 6.5 1.9 0.0 0 13.7 -999 2.4 16.7 955.0 23.5 61.0 31.4 15.1 13.8
11.08.2020 31.77432 6.8 2.2 0.0 0 11.0 -999 4.2 17.6 956.5 24.8 58.0 30.5 19.3 17.3
12.08.2020 32.11355 7.4 2.4 0.0 0 11.9 -999 4.4 19.4 956.1 23.9 67.0 29.9 18.0 16.7
13.08.2020 22.54381 13.1 2.8 0.0 6 6.2 -999 7.4 18.2 955.2 22.0 70.0 27.7 18.3 16.6
14.08.2020 26.5626 9.8 2.9 1.3 6 6.7 -999 7.0 17.5 954.8 21.3 70.0 25.8 18.0 16.8
15.08.2020 25.90765 6.6 2.4 0.0 0 5.3 -999 5.5 18.4 954.6 21.7 73.0 27.4 17.8 16.2
16.08.2020 33.45511 7.9 2.6 0.0 0 11.7 -999 2.9 18.2 952.0 22.3 70.0 28.1 15.8 14.6
17.08.2020 17.28641 8.9 2.7 0.3 6 2.7 -999 7.8 16.8 952.0 20.3 71.0 23.8 18.0 16.6
18.08.2020 23.20651 9.5 2.3 9.0 8 2.7 -999 7.6 16.4 952.5 18.9 75.0 22.1 16.7 14.7
19.08.2020 29.11426 11.4 2.4 0.0 0 11.4 -999 4.6 14.8 952.2 19.9 66.0 26.1 14.1 12.4
20.08.2020 26.8284 6.7 1.9 0.0 0 10.3 -999 3.3 15.7 952.3 23.2 59.0 30.8 14.4 12.8
21.08.2020 31.49959 4.9 1.7 0.0 0 13.1 -999 0.6 18.5 953.6 26.1 59.0 34.1 17.3 15.7
22.08.2020 6.93222 7.9 2.5 4.7 6 0.5 -999 7.7 18.8 957.8 20.4 79.0 23.5 16.9 15.0
23.08.2020 22.04574 13.9 2.5 1.2 8 4.8 -999 6.9 15.5 958.0 19.0 71.0 23.5 15.6 13.5
24.08.2020 22.65304 6.9 1.8 0.0 0 4.1 -999 5.9 11.9 957.0 17.9 60.0 22.8 14.1 12.0
25.08.2020 26.95726 5.7 1.9 0.0 6 10.4 -999 5.2 11.9 954.2 19.3 56.0 25.4 12.1 10.2
26.08.2020 31.23795 20.8 6.2 0.0 0 10.7 -999 4.8 11.0 953.4 22.9 40.0 27.5 16.0 13.2
27.08.2020 27.9082 7.4 2.3 0.0 0 10.8 -999 5.0 11.7 956.0 18.5 55.0 22.8 13.4 10.8
28.08.2020 23.48821 10.2 2.6 40.8 8 6.9 -999 6.2 14.4 947.2 19.6 67.0 28.6 15.7 13.6
29.08.2020 7.18618 5.9 2.0 11.9 6 0.0 -999 7.5 14.8 947.5 14.5 90.0 15.7 13.3 12.3
30.08.2020 6.43123 14.8 3.6 3.4 6 0.1 -999 7.8 14.0 947.6 13.7 89.0 15.3 11.8 11.0
31.08.2020 16.80329 6.0 2.0 2.0 6 1.2 -999 7.8 12.1 955.8 14.1 76.0 17.7 10.4 8.9
01.09.2020 8.43718 7.0 1.7 1.4 6 0.7 -999 8.0 13.3 955.0 13.7 85.0 16.8 11.9 11.3
02.09.2020 21.49492 7.0 1.6 0.0 0 5.1 -999 6.8 12.4 956.9 14.5 76.0 19.1 10.8 9.8
03.09.2020 24.64037 8.4 2.0 0.0 6 9.3 -999 5.6 11.3 961.4 16.6 62.0 21.9 11.0 9.1
04.09.2020 24.34985 5.8 1.9 0.0 0 9.8 -999 5.7 14.1 963.0 20.4 60.0 26.6 16.4 14.7
05.09.2020 23.55603 11.7 3.1 7.4 6 7.7 -999 5.4 15.4 957.2 21.0 64.0 27.7 15.6 14.1
06.09.2020 11.44044 8.5 1.7 3.3 6 1.0 -999 7.7 14.5 957.6 15.4 83.0 17.9 13.8 13.6
07.09.2020 17.63369 4.6 1.7 0.0 0 0.8 -999 6.9 12.8 961.7 14.4 79.0 18.4 11.3 10.3
08.09.2020 19.2757 5.3 1.5 0.0 0 8.1 -999 2.4 13.4 965.7 15.1 80.0 21.5 10.4 9.6
09.09.2020 27.22846 6.7 1.5 0.0 0 12.5 -999 0.6 14.1 962.0 17.5 73.0 25.2 10.1 9.1
10.09.2020 22.35291 7.0 2.1 0.0 0 9.4 -999 6.5 14.8 958.8 18.5 71.0 23.8 12.9 11.9
11.09.2020 19.92127 6.4 1.7 0.0 0 8.2 -999 4.4 15.3 956.6 17.4 79.0 23.6 13.2 12.3
12.09.2020 24.42316 5.0 1.4 0.0 0 11.8 -999 0.6 15.1 959.7 18.6 73.0 26.0 12.3 11.4
13.09.2020 24.50655 7.0 2.1 0.0 0 11.5 -999 2.7 14.8 965.2 19.3 69.0 26.8 13.0 11.7
14.09.2020 24.87459 6.1 2.0 0.0 0 12.0 -999 3.4 15.9 964.5 19.2 74.0 27.0 13.0 11.5
15.09.2020 24.26413 5.8 1.7 0.0 0 12.0 -999 0.8 16.6 960.7 20.5 72.0 28.9 13.5 12.3
16.09.2020 21.82154 7.4 2.4 0.0 0 10.3 -999 3.8 16.1 958.4 21.1 66.0 27.2 16.0 14.6
17.09.2020 21.68985 9.0 3.0 0.0 0 8.6 -999 3.1 16.1 960.8 19.1 73.0 24.7 14.3 13.2
18.09.2020 20.16437 9.0 3.7 0.0 0 7.4 -999 2.3 11.1 962.0 14.9 66.0 20.4 10.0 8.6
19.09.2020 22.83069 4.2 1.7 0.0 0 11.3 -999 0.3 11.6 957.5 14.6 70.0 22.7 7.1 6.3
20.09.2020 21.59738 5.8 1.8 0.0 0 11.4 -999 2.5 13.2 954.4 15.9 75.0 23.2 9.7 8.9
21.09.2020 21.29542 5.2 1.4 0.0 0 11.0 -999 0.9 13.4 954.8 17.0 72.0 24.0 10.9 10.1
22.09.2020 19.92858 5.7 1.5 6.3 6 8.6 -999 4.1 15.2 951.5 18.2 75.0 25.6 12.5 11.1
23.09.2020 9.31972 7.3 2.4 3.1 6 1.1 -999 6.8 15.5 948.8 16.5 83.0 20.2 14.1 12.6
24.09.2020 14.46548 13.9 2.8 10.2 6 4.6 -999 7.8 13.8 947.0 17.1 72.0 21.6 13.4 12.0
25.09.2020 3.20964 12.0 3.6 27.0 6 0.0 -999 7.5 10.7 941.3 9.3 89.0 13.7 5.5 5.4
26.09.2020 7.3511 16.9 6.0 2.7 6 0.0 -999 7.8 8.2 940.1 7.0 82.0 7.7 6.3 5.7
27.09.2020 21.69636 12.9 3.2 0.0 0 11.4 -999 2.4 7.7 944.0 10.0 65.0 15.6 5.0 4.2
28.09.2020 10.71913 4.8 1.6 0.5 6 0.0 -999 7.7 9.2 950.3 8.0 85.0 10.7 4.9 4.0
29.09.2020 5.91205 9.6 2.8 0.6 6 0.1 -999 7.8 10.6 956.6 10.5 83.0 12.2 8.7 7.7
30.09.2020 16.19271 5.6 1.8 0.0 0 6.7 -999 5.6 11.2 954.7 12.7 77.0 17.8 8.2 7.2
01.10.2020 14.43057 5.5 1.7 0.0 0 8.2 -999 5.2 11.5 946.2 12.9 78.0 19.4 6.5 5.5
02.10.2020 11.3146 9.9 3.6 0.0 6 0.9 -999 7.9 11.6 935.4 14.9 70.0 18.4 9.8 8.4
