"Datum und Uhrzeit" Gesamtanlage[kWh] "  FX" "  FM" " RSK" RSKF " SDK" SHK_TAG "  NM" " VPM" "  PM" " TMK" " UPM" " TXK" " TNK" " TGK"
01.01.2019 1.71013 15.2 4.8 1.6 8 0.0 0 7.9 7.1 965.6 4.1 87.0 5.2 2.7 1.9
02.01.2019 0.02722 17.0 6.0 0.6 8 0.7 0 7.0 5.0 965.5 0.4 78.0 3.2 -2.1 -4.8
03.01.2019 0.49862 10.1 4.1 0.0 8 2.9 0 7.4 3.9 971.2 -1.9 73.0 -0.6 -3.1 -4.4
04.01.2019 0.00908 12.1 4.2 5.0 8 0.0 0 7.7 4.8 970.3 -1.1 85.0 -0.3 -1.7 -2.2
05.01.2019 5e-05 16.1 6.5 22.1 8 0.0 5 7.6 5.9 963.8 0.0 96.0 1.0 -0.9 -0.8
06.01.2019 0.00017 10.5 4.2 4.7 8 0.0 9 7.6 6.4 965.5 1.2 96.0 1.8 0.7 -0.2
07.01.2019 0.00404 9.6 3.4 2.0 8 0.0 7 8.0 6.3 967.6 1.4 93.0 2.1 0.7 -0.2
08.01.2019 0.74804 18.7 7.3 3.9 8 0.5 6 7.7 6.1 954.1 2.3 85.0 4.5 0.8 -0.2
09.01.2019 7e-05 16.6 5.4 15.8 8 0.0 6 7.3 5.5 948.9 -0.2 92.0 1.8 -1.5 -0.2
10.01.2019 0 8.2 3.4 3.7 8 0.0 21 7.5 5.1 956.7 -1.3 92.0 0.1 -3.5 -0.2
11.01.2019 0 12.7 3.5 4.6 8 0.0 22 7.8 4.2 961.1 -2.6 83.0 -1.0 -4.1 -0.2
12.01.2019 0 15.1 6.1 6.0 8 0.1 25 7.9 5.8 958.1 1.2 87.0 2.9 -1.1 -0.2
13.01.2019 0.00035 21.3 7.4 8.1 8 0.0 16 7.9 6.7 946.7 2.9 89.0 5.4 1.4 -0.2
14.01.2019 2.32873 15.9 5.6 6.1 8 0.0 7 7.4 6.4 947.5 2.2 89.0 4.7 -0.1 -0.2
15.01.2019 0.25179 12.3 4.8 0.0 7 0.2 7 8.0 5.1 958.3 1.5 76.0 3.4 -0.8 -0.9
16.01.2019 1.7737 6.1 2.4 0.0 0 8.1 6 6.3 5.0 952.7 2.7 68.0 7.5 -0.9 -3.1
17.01.2019 3.88227 14.3 5.0 1.0 8 1.9 5 7.7 5.8 947.1 5.0 66.0 8.3 1.9 -2.7
18.01.2019 4.74203 10.2 3.1 0.1 8 1.5 3 7.4 4.5 955.2 -0.2 75.0 2.2 -2.9 -7.0
19.01.2019 4.70748 7.2 2.3 0.0 0 5.8 3 6.4 3.7 952.9 -3.2 78.0 -0.1 -6.0 -10.2
20.01.2019 4.99974 3.7 1.3 0.0 8 2.7 3 6.0 3.8 952.4 -4.4 85.0 -1.5 -8.0 -10.8
21.01.2019 1.07724 4.3 1.7 0.0 7 0.0 3 8.0 4.3 956.2 -2.8 85.0 -1.9 -3.5 -4.6
22.01.2019 1.79997 6.5 2.0 0.0 7 0.0 3 8.0 4.1 948.1 -3.5 87.0 -1.2 -5.1 -4.9
23.01.2019 2.02738 4.4 1.8 0.0 7 0.0 3 8.0 3.7 936.7 -4.1 83.0 -3.3 -5.0 -4.7
24.01.2019 5.99682 6.5 1.8 0.1 7 1.8 3 7.3 3.7 945.1 -2.8 74.0 -0.4 -4.4 -5.1
25.01.2019 3.56289 9.7 3.2 0.7 8 1.0 4 7.8 3.4 953.1 -3.8 74.0 -2.6 -4.7 -7.3
26.01.2019 3.8815 14.4 5.0 1.2 8 0.0 5 7.7 5.6 949.2 1.8 79.0 4.7 -3.1 -4.1
27.01.2019 5.13038 13.4 3.2 0.4 8 0.0 0 7.9 6.2 935.2 4.1 75.0 7.1 2.1 -1.3
28.01.2019 5.96937 16.2 6.5 0.3 8 1.0 0 7.6 5.0 937.5 1.8 72.0 3.7 0.2 -0.5
29.01.2019 7.215 9.5 3.4 0.0 7 3.4 0 6.3 4.6 943.9 0.2 74.0 3.3 -2.9 -4.5
30.01.2019 6.07765 11.9 3.2 0.0 0 0.3 0 7.8 3.8 936.1 -0.4 66.0 4.3 -4.6 -6.6
31.01.2019 9.64086 6.6 2.2 0.0 7 7.0 0 4.0 3.6 936.6 0.2 59.0 4.2 -3.6 -6.7
01.02.2019 4.90771 5.3 2.1 2.9 6 0.5 0 7.9 4.5 930.5 1.2 67.0 2.7 -0.2 -1.4
02.02.2019 5.70819 5.7 1.7 10.5 8 0.0 0 8.0 6.9 935.2 3.1 90.0 5.9 0.7 -0.4
03.02.2019 0.00028 8.2 3.1 20.8 7 0.0 1 7.8 5.8 950.1 -0.1 96.0 1.7 -1.5 -0.1
04.02.2019 0.01825 6.6 1.9 0.0 7 4.3 20 5.8 5.0 965.5 -1.0 88.0 2.3 -4.5 -0.9
05.02.2019 0.02041 4.6 1.7 0.0 6 5.7 13 6.5 4.5 965.8 -2.3 89.0 2.5 -3.9 -1.7
06.02.2019 0.01635 4.1 1.7 0.0 8 5.5 10 7.8 4.1 963.9 -4.2 91.0 -1.2 -6.6 -2.3
07.02.2019 0.02351 9.9 1.8 4.8 6 2.4 10 7.8 5.5 955.6 -0.3 89.0 4.5 -5.6 -2.9
08.02.2019 9.89436 6.8 2.8 0.0 0 8.3 5 6.6 5.6 956.8 4.5 69.0 9.2 1.7 -3.3
09.02.2019 11.17967 16.9 4.6 0.4 6 5.0 4 7.7 6.2 952.8 6.4 64.0 9.7 0.8 -5.0
10.02.2019 9.37432 22.1 4.2 1.8 8 4.3 0 7.7 5.9 945.0 7.7 59.0 15.2 4.1 0.7
11.02.2019 3.00121 18.2 6.1 6.3 8 0.0 0 7.1 5.9 954.3 2.0 84.0 4.7 0.0 -1.3
12.02.2019 8.04274 11.5 3.9 0.0 8 0.1 0 7.5 4.9 969.8 1.4 73.0 3.2 -0.1 -2.4
13.02.2019 13.3498 5.4 1.8 0.0 0 8.5 0 4.8 4.7 973.8 2.6 65.0 8.0 -0.9 -3.3
14.02.2019 11.90793 4.4 1.4 0.0 0 8.7 0 4.3 5.1 973.5 3.5 68.0 11.3 -1.5 -3.5
15.02.2019 13.7862 5.8 2.0 0.0 0 9.9 0 1.1 5.5 970.8 4.1 70.0 12.6 -1.4 -4.1
16.02.2019 14.07123 5.8 1.6 0.0 0 9.8 0 1.8 4.9 966.8 5.5 60.0 15.8 -2.1 -4.7
17.02.2019 14.71933 4.9 1.7 0.0 0 10.2 0 2.1 4.3 963.7 6.6 50.0 17.3 -1.7 -4.7
18.02.2019 15.14606 4.0 1.4 0.0 0 10.2 0 0.0 4.7 959.2 4.9 58.0 14.8 -1.8 -5.4
19.02.2019 13.5129 10.4 2.7 0.1 6 6.0 0 6.2 6.1 958.8 7.2 60.0 12.8 1.0 -2.9
20.02.2019 10.10413 5.7 1.4 0.0 0 1.3 0 7.9 7.5 962.3 7.0 75.0 10.0 5.0 1.3
21.02.2019 12.80685 7.2 2.3 2.0 6 4.7 0 7.0 7.3 965.7 8.4 67.0 12.8 4.1 0.5
22.02.2019 7.20515 8.8 3.3 0.8 6 0.4 0 7.1 8.5 970.2 7.3 83.0 9.8 2.7 0.5
23.02.2019 17.72859 10.4 3.8 0.0 0 9.9 0 2.5 3.5 975.1 1.4 53.0 5.7 -1.7 -3.8
24.02.2019 14.94794 6.2 2.4 0.0 0 6.6 0 3.3 3.3 974.4 1.4 49.0 6.5 -3.2 -5.8
25.02.2019 17.00331 6.2 1.9 0.0 0 10.0 0 3.2 5.6 974.0 5.1 63.0 13.6 -1.7 -4.5
26.02.2019 17.23041 4.5 1.5 0.0 0 9.5 0 6.8 6.5 970.9 7.5 67.0 16.0 -0.1 -3.0
27.02.2019 17.3415 5.0 1.5 0.0 0 10.5 0 2.0 5.9 965.1 9.3 54.0 17.7 2.1 -1.3
28.02.2019 18.66573 17.0 5.0 1.1 6 10.4 0 1.7 6.2 956.5 11.6 47.0 18.1 3.3 -1.0
01.03.2019 5.57182 18.1 5.0 3.7 6 0.0 0 7.7 8.2 953.9 7.3 81.0 9.8 6.2 5.2
02.03.2019 5.10461 10.0 3.7 0.0 6 0.2 0 7.7 7.5 956.2 6.7 77.0 9.2 5.2 3.9
03.03.2019 17.92956 14.6 4.6 0.0 0 7.2 0 7.6 6.9 953.4 10.2 57.0 14.2 7.0 5.2
04.03.2019 10.86138 23.9 6.4 1.7 6 4.2 0 7.2 5.8 943.5 9.1 52.0 16.9 4.5 1.9
05.03.2019 14.75442 18.7 6.2 4.8 6 3.6 0 6.4 6.1 950.2 5.9 67.0 9.6 3.8 1.5
06.03.2019 17.81689 8.4 3.0 0.0 0 6.2 0 7.5 7.0 947.7 8.4 66.0 13.6 2.9 0.4
07.03.2019 8.19041 15.9 4.2 1.0 6 3.3 0 6.9 6.9 943.7 9.3 60.0 12.6 7.2 4.4
08.03.2019 13.81561 16.0 5.2 0.0 6 5.0 0 6.6 6.2 954.2 7.6 60.0 10.2 5.6 3.2
09.03.2019 9.41995 20.9 7.1 3.5 6 0.2 0 7.7 7.5 956.2 9.0 65.0 11.4 6.1 4.1
10.03.2019 8.45443 24.6 7.8 3.2 8 1.5 0 6.7 8.7 951.2 10.1 70.0 14.1 4.4 2.4
11.03.2019 5.20192 21.7 6.1 4.8 8 1.6 0 5.2 5.3 957.7 2.4 74.0 5.1 -0.3 -0.6
12.03.2019 19.3113 12.3 4.3 0.0 6 7.2 0 6.5 4.4 958.5 5.0 52.0 9.6 1.4 0.3
13.03.2019 18.74118 19.6 6.4 1.1 8 6.0 0 6.1 5.6 950.3 5.9 62.0 10.7 3.3 2.4
14.03.2019 7.18909 19.8 7.3 3.8 6 0.0 0 7.7 6.5 948.3 4.4 78.0 6.1 3.0 1.9
15.03.2019 4.72176 20.3 6.9 9.9 6 0.0 0 7.4 8.5 949.1 7.1 84.0 10.5 4.0 2.4
16.03.2019 13.96502 19.7 7.3 0.0 6 4.3 0 6.3 7.8 951.2 11.9 57.0 16.0 9.4 7.2
17.03.2019 23.41799 21.5 5.3 3.8 6 9.6 0 6.2 5.5 947.1 11.0 47.0 19.3 3.2 2.1
18.03.2019 14.10097 12.3 3.9 0.0 8 2.2 0 6.6 5.8 957.0 3.8 74.0 7.1 1.7 -0.4
19.03.2019 18.82037 8.0 2.0 0.0 0 5.6 0 5.1 5.3 964.3 3.6 69.0 7.9 0.8 -2.3
20.03.2019 23.35741 6.7 1.8 0.0 0 10.3 0 1.2 4.5 970.4 4.2 58.0 9.7 -1.4 -4.8
21.03.2019 28.11888 10.3 3.1 0.0 0 11.8 0 2.8 4.6 969.8 6.0 52.0 12.8 -1.2 -4.5
22.03.2019 27.46304 6.3 1.9 0.0 0 10.6 0 3.1 5.7 967.2 8.4 54.0 16.3 0.3 -3.3
23.03.2019 27.53219 6.6 1.9 0.0 0 11.6 0 2.1 6.6 964.9 10.9 54.0 18.7 2.6 -0.8
24.03.2019 26.54267 11.5 2.5 0.0 0 11.1 0 1.0 7.4 960.5 10.8 60.0 18.1 3.3 -0.1
25.03.2019 17.77458 18.6 4.7 1.4 8 4.7 0 7.0 6.4 958.5 5.8 70.0 9.8 1.8 0.5
26.03.2019 18.52949 9.0 2.8 1.0 8 2.7 0 7.4 5.3 965.4 4.4 65.0 8.3 1.2 -0.4
27.03.2019 9.04991 7.3 1.5 0.3 8 0.1 0 7.9 6.4 968.5 4.8 75.0 7.5 1.7 1.5
28.03.2019 24.16715 7.7 2.5 0.0 0 4.8 0 7.9 7.0 969.7 8.7 63.0 12.8 4.9 3.5
29.03.2019 26.16846 8.9 3.0 0.0 0 10.8 0 1.8 7.8 967.1 9.4 68.0 15.2 4.0 0.9
30.03.2019 30.08622 6.2 1.5 0.0 0 11.9 0 4.0 6.9 961.7 10.4 59.0 18.3 2.7 0.0
31.03.2019 29.92928 8.5 2.2 0.0 0 11.7 0 0.5 6.6 958.2 11.5 53.0 18.4 3.4 0.9
01.04.2019 29.34435 9.9 3.4 0.0 0 11.3 0 1.7 7.9 955.9 10.5 64.0 15.9 5.3 2.5
02.04.2019 29.18235 8.0 2.1 0.0 0 9.2 0 7.6 7.1 949.4 13.2 51.0 21.3 3.9 1.2
03.04.2019 26.74005 13.2 3.4 0.0 0 6.5 0 6.8 6.5 941.2 13.5 45.0 20.9 4.8 3.5
04.04.2019 20.66115 14.4 4.1 0.0 0 5.8 0 6.7 7.0 937.6 6.3 73.0 12.2 2.9 0.9
05.04.2019 12.4197 7.0 2.2 0.0 0 1.0 0 6.3 7.0 943.0 5.7 77.0 9.3 3.3 2.1
06.04.2019 24.92149 11.4 2.8 0.0 0 8.4 0 6.3 8.2 942.4 10.5 66.0 16.8 5.2 2.9
07.04.2019 25.07847 8.4 2.1 0.0 6 9.1 0 6.3 8.4 943.0 10.6 66.0 16.5 5.0 2.3
08.04.2019 9.09477 8.7 3.1 0.9 6 0.0 0 7.9 9.5 948.5 9.5 80.0 11.5 8.2 7.7
09.04.2019 15.99401 7.8 2.3 0.0 6 3.2 0 7.6 9.8 947.5 11.8 72.0 16.6 8.5 7.6
10.04.2019 8.82331 6.8 2.2 1.1 6 0.0 0 7.7 9.5 948.0 9.8 79.0 12.0 8.0 6.6
11.04.2019 13.72749 8.0 3.3 0.0 6 0.7 0 7.9 6.9 953.9 7.4 67.0 10.9 4.6 4.4
12.04.2019 20.88205 8.4 3.4 0.0 0 0.0 0 8.0 5.1 956.5 5.6 56.0 8.5 2.4 1.8
13.04.2019 26.86407 8.2 3.2 0.0 0 5.8 0 7.8 4.9 955.5 6.2 53.0 11.1 2.6 2.2
14.04.2019 20.24379 10.7 3.1 0.0 6 2.8 0 7.9 5.5 956.0 6.3 58.0 9.7 3.2 2.4
15.04.2019 26.20848 11.1 3.3 0.0 0 7.7 0 3.7 6.9 959.1 9.0 62.0 14.8 5.0 2.5
16.04.2019 35.94656 6.5 1.8 0.0 0 10.3 0 4.0 6.5 956.0 10.9 52.0 18.7 2.5 -0.7
17.04.2019 32.56165 10.0 2.9 0.0 0 13.2 0 5.7 6.5 960.0 12.8 47.0 19.0 7.0 4.2
18.04.2019 35.50868 11.4 3.8 0.0 0 13.1 0 1.3 7.5 961.5 13.3 52.0 20.5 4.9 1.9
19.04.2019 36.5024 9.4 3.1 0.0 0 13.5 0 0.0 6.8 964.9 14.5 45.0 22.3 5.5 2.9
20.04.2019 37.04036 9.8 2.7 0.0 0 13.6 0 0.0 6.3 964.3 14.4 42.0 22.4 5.9 2.8
21.04.2019 37.95116 10.0 3.1 0.0 0 13.6 0 0.0 5.5 957.7 14.6 37.0 23.2 4.6 1.4
22.04.2019 36.17458 13.0 4.0 0.0 0 12.4 0 6.2 6.6 947.6 15.7 40.0 23.8 6.5 3.7
23.04.2019 25.69545 11.3 3.3 0.0 0 4.4 0 7.3 8.5 939.9 16.1 49.0 23.6 9.8 8.0
24.04.2019 31.94386 11.9 3.6 0.0 0 8.8 0 5.9 7.1 943.8 19.4 35.0 28.1 10.5 8.0
25.04.2019 36.09593 11.2 3.6 0.0 0 10.5 0 4.9 7.5 949.2 18.6 40.0 26.4 9.8 7.0
26.04.2019 14.08941 13.4 4.3 4.0 6 2.6 0 6.5 8.2 952.8 9.6 70.0 17.1 6.3 5.4
27.04.2019 26.12551 14.9 4.1 4.7 6 4.0 0 7.5 8.2 955.7 9.4 72.0 15.0 5.6 4.5
28.04.2019 24.52511 13.4 3.4 0.0 6 5.2 0 7.6 6.4 957.8 7.2 64.0 11.0 3.9 2.8
29.04.2019 15.62676 10.4 2.9 9.1 6 0.0 0 7.8 8.0 958.0 6.8 81.0 9.7 4.8 3.1
30.04.2019 18.31004 10.2 4.1 1.2 6 1.7 0 7.4 8.7 956.3 8.9 78.0 13.0 5.8 5.2
01.05.2019 38.68494 6.1 1.9 0.0 0 13.3 -999 0.8 7.6 954.1 11.6 60.0 18.9 4.7 2.3
02.05.2019 39.51928 13.4 3.9 10.6 6 12.1 -999 3.8 7.8 948.9 14.0 52.0 21.0 7.4 4.8
03.05.2019 11.17956 9.0 3.1 4.7 6 0.1 -999 7.9 9.9 949.2 9.1 86.0 11.0 7.3 5.6
04.05.2019 20.69623 16.2 3.6 3.2 6 4.5 -999 5.8 7.8 946.1 6.6 81.0 14.4 2.5 1.9
05.05.2019 16.92992 10.5 2.7 0.1 8 1.3 -999 7.8 5.9 953.4 4.5 71.0 8.1 2.1 1.9
06.05.2019 28.6599 8.6 2.5 0.0 6 3.0 -999 7.8 5.4 957.4 6.1 58.0 9.6 2.8 1.5
07.05.2019 36.43492 6.9 2.2 0.0 0 11.7 -999 4.5 5.8 955.8 8.7 54.0 14.5 2.2 0.0
08.05.2019 20.90861 13.1 2.4 2.1 6 1.4 -999 7.8 8.0 946.1 11.8 59.0 17.4 5.8 3.8
09.05.2019 35.80368 16.6 4.6 0.1 6 8.0 -999 6.3 8.5 943.5 12.5 61.0 18.0 7.1 5.1
10.05.2019 22.49266 11.2 3.4 1.2 6 6.1 -999 6.4 9.3 950.6 12.2 66.0 16.5 8.3 5.8
11.05.2019 11.77009 14.1 4.1 12.3 6 0.7 -999 7.8 9.8 951.6 11.7 71.0 16.5 7.4 6.8
12.05.2019 7.87579 11.0 3.1 12.0 6 0.0 -999 7.5 8.7 964.4 6.4 90.0 7.8 4.5 4.3
13.05.2019 28.51 8.2 2.8 0.0 0 5.5 -999 6.5 6.6 969.6 9.3 59.0 14.4 5.5 4.1
14.05.2019 34.68021 14.0 3.5 0.5 6 9.6 -999 4.9 5.9 964.8 7.6 58.0 13.1 3.2 1.2
15.05.2019 17.94255 6.3 2.0 0.0 6 0.1 -999 7.9 6.6 959.4 6.8 68.0 9.5 4.4 3.6
16.05.2019 20.34138 5.3 2.1 0.0 0 0.5 -999 7.5 8.0 952.6 8.3 74.0 12.1 4.5 3.3
17.05.2019 42.01491 7.6 3.0 0.0 0 10.6 -999 2.8 9.4 945.9 13.2 64.0 20.4 5.5 3.7
18.05.2019 34.97427 8.1 2.5 0.0 0 10.8 -999 3.8 9.7 943.8 14.8 61.0 21.2 7.6 5.7
19.05.2019 39.98892 9.1 2.6 18.8 6 10.7 -999 6.3 11.0 942.2 15.6 65.0 23.1 8.5 6.4
20.05.2019 6.74322 12.6 3.6 71.2 6 0.0 -999 7.7 13.4 942.0 12.3 93.0 14.6 11.3 10.7
21.05.2019 11.84246 14.6 6.2 21.2 6 0.0 -999 7.5 12.3 948.0 11.2 92.0 12.3 10.5 9.9
22.05.2019 12.79405 9.6 3.7 0.0 6 0.3 -999 7.4 11.8 956.4 11.8 86.0 14.7 8.8 7.3
23.05.2019 40.2321 6.7 1.9 0.0 0 13.0 -999 5.2 9.2 957.6 12.9 66.0 19.1 7.6 6.1
24.05.2019 45.0813 6.4 1.6 0.0 0 13.8 -999 4.1 9.3 954.0 15.1 59.0 22.3 6.3 4.8
25.05.2019 32.95834 10.4 2.3 1.0 6 7.7 -999 7.5 11.4 954.0 16.1 65.0 21.5 10.5 8.8
26.05.2019 28.02213 6.8 2.2 0.0 0 7.6 -999 5.2 11.7 954.6 16.2 66.0 21.9 12.1 10.5
27.05.2019 24.3757 5.6 1.9 15.8 6 5.2 -999 5.9 12.3 949.7 15.5 72.0 20.8 11.2 9.3
28.05.2019 14.50977 11.9 2.8 16.4 6 0.0 -999 7.7 12.8 947.6 12.3 89.0 14.1 9.5 9.0
29.05.2019 23.85376 10.0 2.8 0.3 6 1.7 -999 8.0 10.7 957.6 11.6 79.0 15.5 9.4 8.8
30.05.2019 36.19073 6.5 2.0 0.0 0 8.6 -999 5.0 9.3 964.2 13.8 62.0 19.5 8.6 7.1
31.05.2019 26.44246 5.8 2.0 0.0 0 2.6 -999 6.8 11.5 964.5 15.7 65.0 21.1 11.7 9.9
01.06.2019 44.73813 7.1 2.0 0.0 0 14.7 -999 4.1 12.4 961.7 18.3 63.0 25.1 9.7 8.2
02.06.2019 45.12016 11.3 2.7 0.0 0 15.3 -999 4.1 13.2 957.6 20.8 58.0 28.1 12.4 10.8
03.06.2019 42.8297 14.7 2.2 0.3 6 13.8 -999 1.5 12.9 955.2 21.8 55.0 29.8 12.8 10.6
04.06.2019 42.59747 9.3 2.5 0.0 0 14.6 -999 1.1 14.0 952.2 21.9 57.0 29.4 14.4 12.6
05.06.2019 42.50962 8.6 2.5 0.0 0 14.6 -999 0.3 13.8 947.1 22.8 53.0 29.7 14.3 12.3
06.06.2019 16.36399 13.2 3.6 0.0 6 1.9 -999 6.5 13.3 951.4 17.5 66.0 21.4 12.4 11.5
07.06.2019 44.8553 16.0 3.5 0.0 0 14.6 -999 1.5 13.4 952.1 19.8 60.0 28.1 10.6 9.2
08.06.2019 29.13137 9.8 3.1 0.0 0 7.5 -999 5.7 8.6 962.4 17.4 44.0 22.3 14.5 12.7
09.06.2019 36.98469 9.7 2.7 0.5 6 9.9 -999 5.5 11.4 960.0 19.3 52.0 26.6 10.7 9.3
10.06.2019 29.02819 23.0 2.6 18.8 8 6.6 -999 6.3 15.8 952.9 18.2 78.0 26.8 14.7 13.7
11.06.2019 22.20951 10.9 3.1 0.0 6 3.2 -999 7.6 16.2 949.6 17.7 80.0 23.3 13.0 12.5
12.06.2019 17.6263 14.9 2.9 0.0 6 1.8 -999 7.0 14.6 949.9 16.0 80.0 20.0 12.8 11.5
13.06.2019 44.85744 7.2 1.9 0.0 0 14.2 -999 1.9 12.7 954.5 18.5 62.0 24.6 12.1 10.5
14.06.2019 41.93814 11.1 3.0 0.0 0 11.9 -999 3.5 16.0 954.3 23.0 59.0 30.8 13.0 11.4
15.06.2019 34.49452 20.8 3.4 6.7 6 7.8 -999 5.5 15.8 953.4 22.1 61.0 26.3 14.1 13.8
16.06.2019 24.64277 7.9 2.9 0.0 6 2.1 -999 -999.0 14.6 960.0 16.8 77.0 22.2 13.8 12.4
17.06.2019 42.50555 9.5 3.0 0.0 0 13.8 -999 -999.0 14.8 958.4 19.7 67.0 26.0 12.3 10.8
18.06.2019 43.70038 9.0 2.0 0.0 0 14.1 -999 2.8 14.9 954.7 22.0 59.0 28.9 14.0 12.6
19.06.2019 41.20311 11.1 2.1 1.5 6 11.9 -999 3.6 12.8 951.7 23.9 46.0 30.7 17.2 16.4
20.06.2019 21.78477 15.8 2.6 18.2 6 3.0 -999 6.5 16.0 953.9 19.1 74.0 25.1 15.0 14.1
21.06.2019 31.12798 6.8 2.1 8.4 6 7.6 -999 6.9 16.3 957.0 19.1 75.0 25.3 14.2 12.9
22.06.2019 31.4626 13.7 2.7 14.2 6 4.2 -999 7.8 16.9 955.7 18.5 81.0 24.6 14.7 13.8
23.06.2019 24.51237 6.1 2.0 0.1 6 4.3 -999 6.3 17.3 957.6 19.1 79.0 23.6 15.5 14.6
24.06.2019 45.12134 10.6 3.6 0.0 0 14.9 -999 1.8 17.3 959.8 22.3 67.0 28.8 16.2 14.4
25.06.2019 43.84657 5.2 2.0 0.0 0 14.8 -999 3.0 18.3 960.4 24.5 62.0 32.6 15.7 14.0
26.06.2019 41.42483 5.2 1.7 0.0 0 14.7 -999 2.1 19.4 962.5 27.0 59.0 34.5 18.2 16.7
27.06.2019 40.57316 9.8 2.9 0.0 0 14.2 -999 0.5 19.6 961.5 26.8 56.0 32.8 19.1 16.0
28.06.2019 45.48021 7.3 2.0 0.0 0 15.6 -999 0.0 11.4 961.1 22.3 44.0 28.7 15.2 13.0
29.06.2019 45.70196 9.6 2.7 0.0 0 15.6 -999 0.0 13.6 959.2 22.9 53.0 30.0 14.8 13.0
30.06.2019 44.5194 11.7 3.1 0.0 0 15.3 -999 1.0 14.7 956.8 26.6 47.0 35.2 15.2 13.6
01.07.2019 20.82171 15.9 3.4 5.9 6 5.8 -999 6.6 17.4 956.8 24.4 58.0 32.9 18.8 17.3
02.07.2019 35.91868 9.0 2.4 0.0 0 7.5 -999 6.2 15.4 958.5 21.3 62.0 25.7 16.3 14.0
03.07.2019 38.83507 6.8 2.1 0.0 0 13.5 -999 5.1 11.8 959.4 19.7 52.0 25.0 14.7 12.7
04.07.2019 45.46952 7.2 2.1 0.0 0 15.3 -999 1.1 10.3 959.5 20.0 46.0 26.9 12.6 10.9
05.07.2019 39.50939 11.6 2.6 0.0 0 13.2 -999 6.4 11.6 956.7 22.1 47.0 28.6 13.7 11.9
06.07.2019 38.41257 14.1 3.6 0.4 6 9.6 -999 5.1 12.8 952.2 24.4 44.0 31.6 17.2 14.8
07.07.2019 19.9521 14.5 2.8 13.0 6 3.5 -999 7.5 16.3 952.0 19.1 74.0 23.5 14.4 13.5
08.07.2019 20.765 9.2 2.2 0.9 6 0.8 -999 7.8 13.7 955.9 15.7 77.0 18.9 13.1 12.6
09.07.2019 32.37325 8.6 2.5 0.0 0 8.3 -999 6.3 9.6 956.7 16.2 53.0 20.8 12.4 11.0
10.07.2019 44.16119 6.9 2.1 0.0 0 14.1 -999 5.1 8.6 957.5 16.4 48.0 22.3 11.0 9.4
11.07.2019 24.11164 8.8 2.3 4.1 6 2.0 -999 7.3 12.1 954.9 16.3 67.0 22.2 13.5 11.1
12.07.2019 22.5342 12.5 3.1 6.9 6 4.0 -999 7.8 14.2 953.3 17.2 73.0 21.2 13.9 12.6
13.07.2019 19.30861 14.3 3.2 12.4 6 1.6 -999 7.5 14.5 955.4 15.0 85.0 18.5 13.2 12.2
14.07.2019 31.38344 7.4 2.1 0.6 6 3.5 -999 5.8 13.9 955.0 16.3 76.0 21.4 12.6 11.2
15.07.2019 32.35268 7.2 2.4 0.0 0 6.4 -999 4.9 13.0 954.5 17.6 68.0 24.2 12.8 11.8
16.07.2019 40.49354 9.8 2.7 0.0 0 12.3 -999 2.9 12.6 955.8 18.7 62.0 25.0 12.8 11.0
17.07.2019 40.29438 9.0 2.1 0.0 0 12.9 -999 6.5 12.4 953.2 20.6 54.0 27.6 13.3 11.6
18.07.2019 38.25056 8.7 2.3 0.2 6 11.0 -999 6.7 12.6 952.7 21.5 52.0 27.8 15.3 13.2
19.07.2019 29.94663 8.6 2.3 0.0 6 6.7 -999 8.0 14.0 955.2 22.0 55.0 27.9 16.2 14.1
20.07.2019 39.41587 9.4 2.6 3.4 6 13.2 -999 7.5 14.4 955.4 24.6 51.0 32.3 15.2 13.8
21.07.2019 21.18684 13.5 2.7 16.2 8 4.8 -999 6.8 17.8 960.9 21.0 73.0 25.9 17.5 16.1
22.07.2019 38.48611 7.8 2.0 0.0 0 13.2 -999 5.1 16.2 963.0 23.2 61.0 30.0 16.3 15.1
23.07.2019 40.48627 6.7 2.1 0.0 0 14.9 -999 2.1 16.1 960.7 24.4 57.0 31.6 16.3 14.9
24.07.2019 39.52304 8.2 1.8 0.0 0 14.7 -999 0.2 17.4 957.0 26.7 54.0 34.5 17.6 16.2
25.07.2019 38.74329 10.2 2.6 0.0 0 14.4 -999 6.2 17.2 955.9 27.8 50.0 34.8 20.0 18.4
26.07.2019 37.1247 9.2 2.0 0.1 6 13.3 -999 5.3 15.7 950.2 27.8 46.0 35.3 19.8 18.1
27.07.2019 20.0992 10.5 2.6 2.2 6 4.8 -999 7.1 18.1 944.0 23.0 65.0 26.5 18.8 17.3
28.07.2019 12.38405 12.1 3.2 49.2 6 0.0 -999 7.5 18.8 942.0 19.2 85.0 22.7 16.9 16.4
29.07.2019 8.66921 11.2 3.2 1.2 6 0.3 -999 7.8 17.4 951.0 17.3 88.0 19.8 15.2 14.7
30.07.2019 25.01109 5.2 1.6 2.8 6 7.3 -999 4.5 17.7 953.6 21.4 71.0 27.2 16.1 14.7
31.07.2019 10.58922 10.2 2.4 4.6 6 0.4 -999 6.8 17.2 957.3 17.3 87.0 19.9 15.3 13.7
01.08.2019 30.4787 5.8 1.8 0.0 0 9.5 -999 4.4 15.2 956.7 19.6 69.0 25.2 13.4 12.3
